aX,aY,aZ,gX,gY,gZ,ss
0.268,-0.006,-0.860,1.831,2.136,1.038,71.54
0.274,0.004,-0.971,1.953,1.099,1.282,71.54
0.365,0.037,-1.149,1.831,0.244,1.160,71.54
0.439,0.083,-1.139,1.526,0.732,1.221,71.54
0.519,0.073,-1.197,1.160,0.732,1.038,71.54
0.562,0.040,-1.092,1.221,2.991,1.038,71.54
0.453,-0.008,-0.725,0.977,4.089,0.732,71.54
0.397,0.032,-0.920,1.465,1.404,1.221,71.54
0.468,0.104,-1.162,1.404,-0.061,1.099,71.54
0.509,0.100,-1.236,-0.183,1.282,0.610,71.54
0.440,0.027,-0.828,0.366,2.563,0.366,71.54
0.340,0.085,-0.734,0.610,2.808,0.427,71.87
0.249,0.118,-0.900,0.305,2.930,0.916,71.87
0.136,0.094,-1.002,0.000,1.953,0.916,71.87
0.163,0.033,-1.010,0.427,1.343,0.732,71.87
0.353,-0.047,-1.112,0.183,1.526,0.793,71.87
0.438,-0.140,-0.863,0.671,1.648,1.160,71.87
0.504,-0.150,-1.081,1.099,2.930,1.587,71.87
0.461,0.029,-1.064,2.136,3.723,1.953,71.87
0.397,0.024,-1.037,2.136,3.845,1.221,71.87
0.346,-0.067,-1.009,0.916,3.235,1.160,71.87
0.224,-0.037,-0.801,1.526,1.892,1.404,71.87
0.233,0.027,-0.875,1.648,0.427,1.770,71.87
0.248,-0.090,-0.874,1.282,1.953,1.465,71.87
0.181,-0.155,-0.773,1.343,3.479,1.770,71.87
0.204,-0.095,-0.800,2.625,2.441,2.075,71.87
0.257,-0.021,-0.912,3.357,2.014,1.770,71.87
0.325,0.014,-0.848,2.747,2.014,1.953,71.87
0.388,0.060,-0.916,2.686,1.343,1.770,71.87
0.424,-0.008,-1.015,1.953,2.075,1.221,71.87
0.367,-0.105,-0.802,1.648,2.625,1.221,71.87
0.340,-0.126,-0.719,1.831,1.526,1.221,71.87
0.308,-0.068,-0.751,1.831,0.488,1.160,71.87
0.141,-0.180,-0.780,2.197,1.892,1.709,71.87
0.069,-0.119,-0.751,3.052,2.380,2.197,71.87
0.280,-0.057,-0.942,3.967,1.282,1.770,71.87
0.320,-0.148,-0.666,2.625,2.258,1.160,71.87
0.283,-0.325,-0.720,2.319,1.160,1.160,71.87
0.335,-0.344,-0.787,5.127,1.038,1.770,71.87
0.294,-0.039,-0.606,5.981,2.869,2.380,71.87
0.175,0.193,-0.558,5.188,0.366,2.563,71.87
0.099,0.173,-1.213,5.310,-1.892,1.953,71.87
0.168,-0.094,-0.734,4.883,2.258,1.587,71.87
0.053,-0.199,-0.101,5.371,3.662,2.319,71.87
0.079,-0.074,-0.655,6.592,-2.258,2.930,71.87
0.384,0.307,-1.378,6.104,-3.662,2.808,71.87
0.616,0.269,-1.188,2.930,2.319,1.404,71.87
0.811,0.006,-0.671,3.052,2.014,1.221,71.87
0.721,-0.017,-0.713,1.953,-0.244,0.549,71.87
0.528,-0.178,-0.578,2.991,-0.122,0.610,71.87
0.405,-0.227,-0.405,4.517,-2.075,1.221,71.87
0.230,0.258,-1.103,3.723,-5.371,2.319,71.87
0.074,0.792,-1.908,3.418,-7.874,2.441,71.87
0.326,0.684,-2.372,1.587,-0.549,0.427,71.87
0.312,0.088,-0.626,-0.366,7.935,-1.099,71.87
-0.264,-0.273,0.155,1.099,0.854,-0.305,71.87
-0.153,-0.201,-1.148,1.343,-6.897,0.488,71.87
0.131,0.176,-1.606,1.587,-6.836,0.732,71.87
0.381,0.487,-1.312,-1.465,-0.793,0.305,71.87
0.281,0.435,-0.693,-1.892,2.563,0.183,71.87
0.224,0.249,-0.185,-1.709,5.554,0.671,71.87
-0.002,0.133,0.244,-0.854,2.441,1.282,71.87
-0.157,0.086,0.075,-0.793,-3.967,1.587,71.87
0.123,-0.046,-0.922,0.122,-9.888,1.465,71.87
0.232,-0.412,-0.829,2.258,-9.705,1.221,71.87
0.407,-0.308,-0.892,0.610,-6.042,0.671,71.87
0.378,0.184,-0.743,-1.343,-2.441,0.671,71.87
0.173,0.360,-0.880,-0.793,-2.930,1.221,71.87
0.289,0.440,-0.913,0.732,-2.258,1.770,71.87
0.122,0.336,-0.603,-1.221,-0.671,0.671,71.87
-0.010,0.044,-0.417,-2.075,-2.258,0.488,71.87
0.160,-0.227,-0.724,-1.099,-6.287,0.610,71.87
0.259,-0.367,-0.874,-2.441,-5.676,0.732,71.87
0.385,-0.126,-0.724,-2.991,-2.502,0.427,70.87
0.431,0.060,-0.651,-1.038,-2.686,0.977,70.87
0.712,0.217,-0.740,0.305,-2.380,1.404,70.87
0.568,0.314,-0.036,0.610,-1.404,4.456,70.87
0.858,0.077,-0.260,1.160,-4.272,6.836,70.87
0.355,0.026,-0.730,-0.854,-8.545,2.625,70.87
0.119,-0.022,-1.588,-3.357,-10.925,-0.061,70.87
0.152,0.003,-1.706,-4.028,-6.897,-0.610,70.87
0.091,-0.029,-0.680,-3.418,-0.610,-0.366,70.87
-0.039,-0.103,-0.322,-2.686,1.282,-0.122,70.87
-0.085,-0.162,-0.347,-1.282,-1.038,0.732,70.87
0.078,-0.059,-0.348,1.038,-2.686,2.014,70.87
0.265,0.158,-0.800,0.427,-5.676,2.197,70.87
0.527,0.205,-1.143,-0.549,-4.272,1.465,70.87
0.599,0.162,-0.815,-2.930,-1.526,0.305,70.87
0.492,0.178,-0.561,-2.441,-0.671,0.793,70.87
0.299,0.192,-0.676,-0.977,-1.404,1.587,70.87
0.224,0.231,-0.811,0.183,-1.404,1.465,70.87
0.231,0.148,-0.766,-1.221,-1.648,0.977,70.87
0.257,-0.032,-0.642,-2.075,-2.075,0.122,70.87
0.454,0.101,-0.468,-3.662,-1.770,-0.244,70.87
0.538,0.251,-0.207,-3.906,-0.916,0.977,70.87
0.532,0.317,-0.175,-4.150,-2.136,3.052,70.87
0.727,0.404,-0.840,-4.639,-6.409,5.066,70.87
0.297,0.273,-1.186,-6.409,-8.850,0.122,70.87
0.105,0.034,-1.735,-6.897,-7.996,-2.319,70.87
-0.133,-0.101,-1.714,-9.033,-4.517,-5.310,70.87
-0.481,-0.037,-1.401,-7.996,-2.014,-5.615,70.87
-0.391,-0.060,-0.986,-5.737,-1.526,-2.869,70.87
-0.021,-0.041,-0.666,-4.150,0.122,-0.549,70.87
0.404,0.145,-0.396,-3.845,-1.160,0.610,70.87
0.549,0.165,-0.306,-3.174,-3.235,1.038,70.87
0.743,0.201,-0.953,-4.761,-5.005,0.183,70.87
0.656,0.135,-0.931,-6.592,-4.211,-0.732,70.87
0.525,-0.009,-0.992,-7.874,-5.127,-1.282,70.87
0.453,-0.065,-1.174,-6.287,-5.310,-1.648,70.87
0.393,0.016,-0.808,-6.042,-2.991,-1.770,70.87
0.453,0.202,-0.498,-5.493,-2.502,-1.099,70.87
0.483,0.265,-0.574,-6.531,-1.770,-1.160,70.87
0.239,0.333,-0.418,-7.324,0.305,-1.038,70.87
0.052,0.361,-0.211,-9.338,0.061,-1.770,70.87
0.142,0.224,-0.404,-11.902,-2.808,-2.136,70.87
0.382,0.062,-0.728,-11.841,-3.845,-2.136,70.87
0.287,0.026,-0.592,-10.376,-2.747,-2.136,70.87
0.264,0.250,-0.595,-9.094,-2.319,-1.526,70.87
0.289,0.333,-0.687,-10.437,-1.892,-1.587,70.87
0.237,0.291,-0.906,-10.864,-1.404,-1.709,70.87
0.200,0.200,-0.900,-12.329,-0.793,-2.136,70.87
0.254,0.117,-0.680,-13.916,-0.916,-2.258,70.87
0.479,0.021,-0.557,-13.794,-2.930,-2.258,70.87
0.632,-0.024,-0.737,-12.756,-3.784,-2.197,70.87
0.646,0.062,-1.197,-11.536,-3.052,-1.953,70.87
0.566,0.154,-1.162,-9.521,-0.427,-2.014,70.87
0.428,0.087,-1.255,-10.132,0.427,-2.197,70.87
0.349,-0.008,-1.236,-11.597,-0.427,-2.258,70.87
0.377,0.038,-1.439,-13.367,-2.197,-2.258,70.87
0.489,0.009,-1.380,-12.512,-1.770,-2.258,70.87
0.635,-0.057,-0.791,-11.414,1.770,-2.258,70.87
0.562,-0.312,-0.689,-10.681,2.991,-2.258,70.87
0.566,-0.387,-0.744,-8.789,1.038,-2.075,70.87
0.600,-0.227,-1.063,-9.583,-0.610,-1.648,70.87
0.425,0.003,-1.132,-8.179,0.061,-1.526,70.87
0.362,0.091,-0.951,-9.277,0.488,-2.136,70.87
0.367,-0.148,-0.921,-9.766,-0.244,-2.258,70.87
0.313,-0.296,-0.965,-8.606,-1.465,-2.258,70.84
0.333,-0.172,-1.325,-5.798,-2.808,-1.892,70.84
0.367,0.109,-1.741,-5.920,-2.563,-1.038,70.84
0.301,0.192,-1.525,-6.409,3.052,-2.136,70.84
0.096,0.003,-0.950,-7.568,6.836,-2.258,70.84
-0.043,-0.189,-0.651,-8.118,4.395,-2.258,70.84
0.078,-0.007,-0.689,-5.737,-14.954,-1.709,70.84
0.268,0.199,-1.203,-6.531,-2.625,-2.014,70.84
0.511,0.210,-1.072,-7.507,-1.160,-2.014,70.84
0.553,-0.084,-0.851,-8.118,2.563,-2.197,70.84
0.464,-0.223,-0.685,-7.935,5.127,-2.197,70.84
0.363,-0.209,-0.629,-7.202,1.770,-2.258,70.84
0.559,-0.141,-1.281,-8.423,-2.075,-2.258,70.84
0.715,-0.214,-1.443,-8.118,-0.916,-2.258,70.84
0.719,-0.211,-1.208,-6.348,2.930,-2.136,70.84
0.777,0.005,-0.901,-4.578,6.348,-1.770,70.84
0.709,0.045,-0.656,-5.676,4.578,-2.197,70.84
0.477,-0.103,-0.969,-6.531,1.526,-2.258,70.84
0.342,-0.148,-1.253,-6.653,-0.732,-2.625,70.84
0.525,-0.072,-1.543,-6.409,-0.610,-1.953,70.84
0.706,-0.073,-1.742,-4.639,1.648,-1.648,70.84
0.736,-0.067,-1.495,-4.272,4.211,-1.282,70.84
0.748,0.118,-0.977,-2.625,8.606,0.061,70.84
0.641,-0.026,-0.734,-2.502,9.949,0.244,70.84
0.788,-0.754,-0.956,-2.319,5.554,-0.122,70.84
1.661,-1.841,-3.116,1.648,-3.540,-2.563,70.84
2.067,-2.808,-4.000,7.996,-5.188,-5.798,70.84
1.510,-2.123,-4.000,17.517,3.662,-10.071,70.84

0.329,0.032,-0.837,1.221,0.244,1.465,66.05
0.341,0.036,-0.929,1.099,-1.160,1.465,66.05
0.385,0.013,-1.163,1.587,-1.526,1.465,66.05
0.410,0.002,-1.162,1.343,-0.183,1.282,66.05
0.370,-0.061,-0.947,1.770,2.136,1.587,66.05
0.322,-0.041,-0.837,2.380,1.953,1.404,66.05
0.293,-0.005,-0.936,2.075,0.916,1.526,66.05
0.265,0.010,-0.964,1.953,-0.427,1.404,66.05
0.314,0.061,-1.072,1.953,-1.099,1.648,66.05
0.404,0.070,-1.184,2.075,15.259,1.465,65.84
0.355,0.099,-1.060,1.953,1.892,1.709,65.84
0.316,0.121,-0.920,2.197,2.502,1.648,65.84
0.313,0.089,-0.876,1.709,1.892,1.282,65.84
0.282,0.073,-0.812,1.587,1.465,1.404,65.84
0.231,0.086,-0.768,1.221,0.671,1.404,65.84
0.312,0.117,-0.962,0.610,-1.343,1.831,65.84
0.397,0.100,-1.191,0.488,-0.854,1.404,65.84
0.360,0.069,-1.042,1.099,1.404,1.526,65.84
0.341,0.058,-1.062,0.732,1.587,1.404,65.84
0.309,0.038,-1.074,0.732,1.587,1.282,65.84
0.266,0.028,-0.950,0.427,1.587,1.282,65.84
0.305,0.042,-0.850,0.977,1.404,1.343,65.84
0.348,0.038,-0.847,0.549,1.221,1.343,65.84
0.384,0.053,-0.999,0.549,0.671,1.160,65.84
0.395,0.059,-1.070,0.549,0.977,1.343,65.84
0.385,0.038,-1.016,0.610,1.587,1.160,65.84
0.356,0.009,-1.083,0.671,1.892,1.099,65.84
0.329,0.025,-1.027,0.916,2.441,1.282,65.84
0.307,0.033,-0.867,0.916,2.380,1.160,65.84
0.307,0.017,-0.860,0.427,1.770,0.977,65.84
0.285,0.009,-0.883,0.122,1.526,1.099,65.84
0.304,0.046,-0.899,0.854,1.404,1.404,65.84
0.316,0.095,-1.058,1.587,0.488,1.587,65.84
0.340,0.095,-1.260,1.160,0.854,1.160,65.84
0.332,0.050,-1.234,0.488,2.625,0.977,65.84
0.291,-0.026,-0.995,0.305,3.723,0.977,65.84
0.316,-0.003,-0.943,0.000,2.502,1.038,65.84
0.352,0.031,-0.999,-0.122,2.258,0.854,65.84
0.363,0.078,-1.001,0.488,2.625,1.160,65.84
0.385,0.096,-1.049,0.427,2.747,1.221,65.84
0.417,0.052,-1.072,0.366,2.686,1.160,65.84
0.375,-0.032,-0.899,-0.305,3.357,0.793,65.84
0.368,-0.061,-0.969,0.366,2.747,0.732,65.84
0.367,-0.037,-0.996,1.282,2.380,1.221,65.84
0.319,0.011,-0.951,1.282,2.380,1.587,65.84
0.313,0.031,-1.057,0.916,1.709,1.343,65.84
0.320,0.064,-1.150,0.732,2.258,1.221,65.84
0.294,0.070,-1.167,1.099,2.625,1.587,65.84
0.268,0.054,-1.025,1.221,2.747,1.221,65.84
0.279,-0.009,-1.036,1.099,2.686,1.099,65.84
0.269,-0.065,-0.969,1.038,2.991,1.099,65.84
0.219,-0.034,-0.879,1.038,3.357,1.526,65.84
0.241,0.026,-0.971,1.404,1.953,1.648,65.84
0.298,0.069,-1.092,1.465,1.343,1.160,65.84
0.368,0.126,-1.178,1.465,1.160,1.221,65.84
0.386,0.108,-1.147,1.099,2.136,1.099,65.84
0.362,0.068,-1.116,0.793,2.808,1.221,65.84
0.342,0.026,-1.016,0.366,2.869,0.977,65.84
0.294,0.033,-0.897,0.854,2.869,1.038,65.84
0.267,0.035,-0.842,0.427,2.930,1.160,65.84
0.314,0.026,-0.913,1.160,2.502,1.221,65.84
0.364,0.028,-0.912,0.732,2.258,1.404,65.84
0.385,0.039,-0.949,0.549,1.770,1.282,65.84
0.373,0.010,-1.072,0.610,1.770,1.160,65.84
0.309,-0.010,-1.096,1.160,2.625,1.038,65.84
0.245,0.013,-1.006,1.282,3.113,1.221,65.84
0.217,0.051,-1.025,0.793,2.502,1.343,65.84
0.244,0.054,-1.045,0.549,2.625,1.160,65.84
0.270,-0.002,-1.021,0.305,2.808,0.916,65.84
0.324,0.003,-0.967,0.488,2.502,1.099,65.84
0.395,0.051,-1.053,0.916,2.319,1.404,65.84
0.402,0.031,-1.078,1.343,2.686,0.977,65.74
0.333,-0.027,-0.969,0.549,3.784,1.160,65.74
0.265,-0.025,-0.886,1.343,2.930,0.610,65.74
0.228,0.008,-0.914,1.038,1.526,1.343,65.74
0.188,0.007,-0.986,0.793,0.793,0.793,65.74
0.223,0.017,-1.099,0.793,0.488,1.282,65.74
0.310,0.010,-1.204,1.343,1.160,1.221,65.74
0.334,0.017,-1.135,1.587,3.174,1.343,65.74
0.279,0.019,-0.982,1.953,4.456,1.465,65.74
0.327,0.027,-1.011,1.709,2.991,1.160,65.74
0.364,0.006,-0.970,0.732,2.075,0.916,65.74
0.330,-0.015,-0.891,0.488,1.953,1.099,65.74
0.335,0.029,-0.974,0.916,0.732,1.221,65.74
0.390,0.028,-1.189,1.038,0.244,1.099,65.74
0.353,0.022,-1.203,1.160,2.197,1.221,65.74
0.273,0.020,-1.016,1.709,3.174,1.404,65.74
0.262,0.023,-1.019,1.831,2.380,1.038,65.74
0.307,-0.006,-0.952,0.854,1.953,1.038,65.74
0.281,0.030,-0.997,1.587,1.221,1.465,65.74
0.323,0.045,-1.097,1.343,0.854,1.465,65.74
0.298,0.019,-1.053,1.221,1.953,1.099,65.74
0.269,-0.001,-1.059,1.221,2.502,1.221,65.74
0.259,0.032,-0.942,1.892,2.258,1.587,65.74
0.328,-0.003,-1.058,1.648,1.892,1.465,65.74
0.405,-0.007,-1.066,1.221,2.014,0.854,65.74
0.443,0.014,-1.007,1.648,2.075,1.099,65.74
0.465,0.041,-1.251,1.892,1.587,1.343,65.74
0.511,0.036,-1.237,2.075,2.686,1.282,65.74
0.477,0.059,-1.121,1.892,4.272,1.282,65.74
0.392,0.054,-0.990,1.770,3.906,0.916,65.74
0.321,-0.041,-1.106,0.977,2.563,0.977,65.74
0.290,-0.102,-0.962,1.526,3.479,1.160,65.74
0.244,0.012,-0.745,2.075,2.686,1.343,65.74
0.246,0.097,-0.920,1.526,1.343,1.526,65.74
0.236,0.072,-1.017,1.587,2.502,1.587,65.74
0.249,0.022,-0.831,1.831,5.127,1.343,65.74
0.089,0.043,-0.714,2.014,3.296,1.282,65.74
0.146,0.093,-0.950,1.404,0.122,1.099,65.74
0.222,0.117,-1.190,0.427,-1.465,0.916,65.74
0.243,0.039,-1.010,0.793,0.427,1.160,65.74
0.231,-0.046,-0.847,1.526,2.686,1.221,65.74
0.217,0.044,-0.811,1.526,2.136,1.404,65.74
0.195,0.107,-1.022,0.977,1.587,1.282,65.74
0.250,0.059,-1.181,0.793,1.709,1.221,65.74
0.387,0.037,-1.063,1.343,1.587,1.160,65.74
0.427,0.001,-0.915,0.916,1.343,1.221,65.74
0.421,-0.020,-1.315,0.122,-0.427,1.099,65.74
0.530,0.001,-1.526,0.854,-0.061,1.099,65.74
0.430,0.064,-1.214,1.160,4.150,0.977,65.74
0.317,0.074,-1.013,0.854,4.272,0.854,65.74
0.363,0.030,-1.012,0.427,2.686,0.793,65.74
0.355,-0.001,-0.974,0.000,2.380,0.916,65.74
0.322,0.044,-0.964,0.549,2.625,0.916,65.74
0.332,0.082,-1.053,0.916,1.831,1.038,65.74
0.413,0.085,-1.048,0.366,2.441,0.854,65.74
0.334,0.043,-0.768,-0.305,4.578,0.610,65.74
0.242,-0.038,-0.544,-0.122,3.723,1.099,65.74
0.277,-0.005,-0.890,0.671,0.977,1.099,65.74
0.315,0.076,-1.214,0.366,1.404,1.160,65.74
0.269,0.125,-0.951,1.099,2.319,1.221,65.74
0.266,0.098,-0.995,0.732,1.526,1.099,65.98
0.259,0.010,-0.975,0.610,2.075,1.160,65.98
0.217,-0.006,-0.928,0.793,2.380,1.221,65.98
0.240,0.019,-1.049,0.366,1.648,1.099,65.98
0.265,0.021,-1.180,0.671,1.282,1.099,65.98
0.289,-0.017,-1.049,-0.122,2.686,1.038,65.98
0.322,0.013,-0.863,-0.183,2.563,0.977,65.98
0.363,0.056,-1.018,0.366,1.953,1.343,65.98
0.353,0.071,-1.048,0.305,2.014,1.282,65.98
0.277,0.054,-1.020,0.549,2.380,0.916,65.98
0.240,0.042,-0.978,0.244,2.380,0.671,65.98
0.206,0.047,-0.920,0.427,2.197,0.854,65.98
0.276,0.053,-0.955,-0.305,1.465,0.854,65.98
0.350,0.083,-0.987,-0.122,1.404,0.916,65.98
0.391,0.115,-0.980,0.061,1.953,0.793,65.98
0.374,0.087,-0.791,0.183,2.258,1.038,65.98
0.296,0.002,-0.734,-0.916,0.671,0.732,65.98
0.180,-0.045,-0.874,-0.305,-1.343,0.732,65.98
0.064,-0.022,-1.192,-15.625,-2.502,0.732,65.98
-0.031,-0.016,-1.458,-0.549,-2.197,0.732,65.98
-0.067,0.050,-1.330,-0.122,-1.648,0.671,65.98
0.052,0.116,-1.346,-0.305,-1.099,0.977,65.98
0.163,0.212,-1.372,0.305,0.671,0.854,65.98
0.305,0.159,-1.002,-0.854,4.517,0.549,65.98
0.295,0.126,-0.694,-0.732,5.371,0.549,65.98
0.415,0.078,-0.599,-1.099,4.028,0.366,65.98
0.561,0.066,-0.570,-1.465,2.075,0.732,65.98
0.609,0.031,-0.548,-1.709,1.526,0.671,65.98
0.623,0.030,-0.633,-1.160,0.916,0.916,65.98
0.626,0.074,-0.757,-0.854,0.183,1.343,65.98
0.655,0.089,-0.904,-1.343,0.549,1.038,65.98
0.569,0.040,-0.990,-1.465,1.587,0.793,65.98
0.391,-0.033,-0.933,-1.282,2.014,0.366,65.98
0.343,-0.126,-1.087,-1.221,1.343,0.427,65.98
0.305,-0.148,-1.266,-1.282,1.465,0.427,65.98
0.249,-0.080,-1.228,-0.549,2.441,0.732,65.98
0.214,-0.021,-1.218,-0.122,2.319,0.977,65.98
0.173,0.036,-1.313,-0.122,2.014,0.854,65.98
0.167,0.126,-1.198,0.427,2.808,0.793,65.98
0.197,0.158,-1.131,-0.061,2.808,0.671,65.98
0.251,0.061,-0.990,-0.854,3.723,0.732,65.98
0.240,-0.031,-0.832,-1.343,3.967,0.610,65.98
0.268,-0.046,-0.748,-0.977,2.869,0.854,65.98
0.255,-0.017,-0.833,-0.061,0.061,0.916,65.98
0.281,0.007,-1.018,0.610,-1.038,1.221,65.98
0.234,0.056,-1.071,0.427,-1.038,1.038,65.98
0.180,0.013,-1.158,-15.564,-0.732,0.610,65.98
0.080,-0.038,-1.244,0.061,0.366,0.671,65.98
0.037,-0.034,-1.245,0.000,1.526,0.244,65.98
0.087,0.003,-0.971,-0.183,1.892,0.488,65.98
0.166,0.001,-0.981,-0.122,2.380,0.671,65.98
0.315,0.028,-0.780,-0.122,3.540,0.854,65.98
0.439,0.033,-0.549,0.977,3.662,1.160,65.98
0.505,0.084,-0.552,0.305,2.869,1.221,65.98
0.578,0.079,-0.671,0.061,1.343,1.038,65.98
0.518,0.022,-0.818,-0.488,-0.122,0.854,65.98
0.445,0.032,-0.932,-0.610,-0.793,0.427,65.98
0.361,0.062,-0.910,-0.488,-0.916,0.488,65.98
0.280,0.113,-1.082,-0.854,-0.427,0.671,65.98
0.167,0.105,-1.140,-0.793,1.038,0.549,65.98
0.101,0.081,-1.177,-0.549,2.136,0.549,65.98
0.127,0.063,-1.060,-0.732,3.113,0.671,65.98
0.200,0.013,-0.958,-0.916,3.540,0.427,65.98
0.249,-0.083,-0.826,-1.404,3.296,0.061,65.98
0.328,-0.096,-0.739,-0.732,2.136,0.366,65.98
0.423,-0.057,-0.843,-0.793,1.038,0.488,66.19
0.422,0.013,-0.967,-0.366,0.916,0.488,66.19
0.365,0.027,-0.978,-0.061,1.343,0.427,66.19
0.314,0.012,-0.973,-0.305,1.221,0.488,66.19
0.292,-0.009,-0.980,-0.427,1.099,0.244,66.19
0.317,-0.029,-0.959,-0.366,1.709,0.305,66.19
0.316,-0.006,-0.936,0.427,2.014,0.488,66.19
0.273,-0.012,-0.869,0.305,2.502,0.610,66.19
0.212,-0.024,-0.912,0.122,1.953,0.427,66.19
0.165,-0.019,-0.872,0.122,1.038,0.549,66.19
0.172,-0.005,-1.042,0.671,-0.305,0.854,66.19
0.196,-0.035,-1.110,0.977,-0.732,0.793,66.19
0.265,-0.048,-1.305,0.732,-0.732,0.610,66.19
0.360,-0.064,-1.446,0.671,0.977,0.549,66.19
0.382,-0.042,-1.237,1.343,2.380,1.038,66.19
0.386,0.003,-1.160,1.587,3.113,0.793,66.19
0.407,0.015,-1.039,1.038,2.747,0.671,66.19
0.413,-0.006,-0.925,0.610,2.869,0.793,66.19
0.407,-0.043,-0.817,1.160,1.953,0.854,66.19
0.357,-0.083,-0.870,1.465,-0.183,0.854,66.19
0.310,-0.061,-1.097,0.977,-0.916,1.038,66.19
0.311,-0.019,-1.180,1.099,-0.732,0.793,66.19
0.249,0.012,-1.144,1.282,0.366,1.038,66.19
0.247,0.070,-1.096,1.831,1.709,0.977,66.19
0.289,0.125,-1.091,1.160,1.404,0.549,66.19
0.350,0.150,-0.997,0.793,3.052,0.427,66.19
0.333,0.176,-0.875,0.671,3.235,0.488,66.19
0.338,0.115,-0.818,0.000,2.319,0.122,66.19
0.351,0.008,-0.784,-1.038,0.977,0.000,66.19
0.365,-0.016,-0.775,-1.038,0.244,0.488,66.19
0.338,0.046,-0.928,-0.488,-0.732,0.488,66.19
0.351,0.058,-1.124,-0.427,-0.305,0.549,66.19
0.346,0.045,-1.038,0.122,0.916,0.671,66.19
0.377,0.060,-1.077,-0.244,1.770,0.732,66.19
0.353,0.063,-1.145,-0.244,2.075,0.366,66.19
0.339,0.056,-1.097,-0.183,2.197,0.000,66.19
0.328,0.012,-1.053,-0.244,2.075,0.488,66.19
0.311,0.004,-1.037,-0.427,1.465,0.305,66.19
0.357,-0.013,-1.147,-0.549,1.404,0.305,66.19
0.342,-0.031,-1.037,-0.732,2.563,0.488,66.19
0.318,-0.050,-0.993,-0.671,2.991,0.488,66.19
0.334,-0.047,-1.027,0.183,2.686,0.671,66.19

0.313,0.089,-0.876,1.709,1.892,1.282,65.84
0.282,0.073,-0.812,1.587,1.465,1.404,65.84
0.231,0.086,-0.768,1.221,0.671,1.404,65.84
0.312,0.117,-0.962,0.610,-1.343,1.831,65.84
0.397,0.100,-1.191,0.488,-0.854,1.404,65.84
0.360,0.069,-1.042,1.099,1.404,1.526,65.84
0.341,0.058,-1.062,0.732,1.587,1.404,65.84
0.309,0.038,-1.074,0.732,1.587,1.282,65.84
0.266,0.028,-0.950,0.427,1.587,1.282,65.84
0.305,0.042,-0.850,0.977,1.404,1.343,65.84
0.348,0.038,-0.847,0.549,1.221,1.343,65.84
0.384,0.053,-0.999,0.549,0.671,1.160,65.84
0.395,0.059,-1.070,0.549,0.977,1.343,65.84
0.385,0.038,-1.016,0.610,1.587,1.160,65.84
0.356,0.009,-1.083,0.671,1.892,1.099,65.84
0.329,0.025,-1.027,0.916,2.441,1.282,65.84
0.307,0.033,-0.867,0.916,2.380,1.160,65.84
0.307,0.017,-0.860,0.427,1.770,0.977,65.84
0.285,0.009,-0.883,0.122,1.526,1.099,65.84
0.304,0.046,-0.899,0.854,1.404,1.404,65.84
0.316,0.095,-1.058,1.587,0.488,1.587,65.84
0.340,0.095,-1.260,1.160,0.854,1.160,65.84
0.332,0.050,-1.234,0.488,2.625,0.977,65.84
0.291,-0.026,-0.995,0.305,3.723,0.977,65.84
0.316,-0.003,-0.943,0.000,2.502,1.038,65.84
0.352,0.031,-0.999,-0.122,2.258,0.854,65.84
0.363,0.078,-1.001,0.488,2.625,1.160,65.84
0.385,0.096,-1.049,0.427,2.747,1.221,65.84
0.417,0.052,-1.072,0.366,2.686,1.160,65.84
0.375,-0.032,-0.899,-0.305,3.357,0.793,65.84
0.368,-0.061,-0.969,0.366,2.747,0.732,65.84
0.367,-0.037,-0.996,1.282,2.380,1.221,65.84
0.319,0.011,-0.951,1.282,2.380,1.587,65.84
0.313,0.031,-1.057,0.916,1.709,1.343,65.84
0.320,0.064,-1.150,0.732,2.258,1.221,65.84
0.294,0.070,-1.167,1.099,2.625,1.587,65.84
0.268,0.054,-1.025,1.221,2.747,1.221,65.84
0.279,-0.009,-1.036,1.099,2.686,1.099,65.84
0.269,-0.065,-0.969,1.038,2.991,1.099,65.84
0.219,-0.034,-0.879,1.038,3.357,1.526,65.84
0.241,0.026,-0.971,1.404,1.953,1.648,65.84
0.298,0.069,-1.092,1.465,1.343,1.160,65.84
0.368,0.126,-1.178,1.465,1.160,1.221,65.84
0.386,0.108,-1.147,1.099,2.136,1.099,65.84
0.362,0.068,-1.116,0.793,2.808,1.221,65.84
0.342,0.026,-1.016,0.366,2.869,0.977,65.84
0.294,0.033,-0.897,0.854,2.869,1.038,65.84
0.267,0.035,-0.842,0.427,2.930,1.160,65.84
0.314,0.026,-0.913,1.160,2.502,1.221,65.84
0.364,0.028,-0.912,0.732,2.258,1.404,65.84
0.385,0.039,-0.949,0.549,1.770,1.282,65.84
0.373,0.010,-1.072,0.610,1.770,1.160,65.84
0.309,-0.010,-1.096,1.160,2.625,1.038,65.84
0.245,0.013,-1.006,1.282,3.113,1.221,65.84
0.217,0.051,-1.025,0.793,2.502,1.343,65.84
0.244,0.054,-1.045,0.549,2.625,1.160,65.84
0.270,-0.002,-1.021,0.305,2.808,0.916,65.84
0.324,0.003,-0.967,0.488,2.502,1.099,65.84
0.395,0.051,-1.053,0.916,2.319,1.404,65.84
0.402,0.031,-1.078,1.343,2.686,0.977,65.74
0.333,-0.027,-0.969,0.549,3.784,1.160,65.74
